Domain,Related_CSE,Relation_Score,Match_Types,Status,Notes,Final_URL,HTTP_Status,Title,Favicon_URL,RDAP_Org,RDAP_Registrar,First_Seen_ISO,Lex_URL_Len,Lex_NumDots,Lex_HasDigit,Lex_HasHyphen,Lex_SuspiciousTLD,Domain_Age_Days,Content_CSE_Keyword_Count,Content_Phish_Keyword_Count,Semantic_Score,Favicon_HD
tasbihpro.com,SBI,1.0,URL,related,,http://tasbihpro.com,200,,http://tasbihpro.com/favicon.ico,,83,2025-11-11T16:07:24.285111+00:00,13,1,0,0,0,6.0,0,0,0.29425469040870667,999
sonicrumblemaintenance.com,NIC,1.5,"Content,URL",related,,https://sonicrumblemaintenance.com,200,Sonic Rumble Maintenance - Sonic Rumble under Maintenance,https://sonicrumblemaintenance.com/images/favicon.ico,,472,2025-11-11T16:07:24.503157+00:00,26,1,0,0,0,6.0,1,0,0.2935354709625244,999
unionorbit.forum,NIC,0.5,Content,related,,https://unionorbit.forum,200,Brolga Botanicals - Melbourne Floral Design & Boutique Florist,https://unionorbit.forum/favicon.ico,,472,2025-11-11T16:07:24.514359+00:00,16,1,0,0,0,7.0,1,0,0.49364185333251953,999
nuance-communications.shop,NIC,1.0,URL,related,,https://nuance-communications.shop,200,Default page,https://hpanel.hostinger.com/favicons/hostinger.png,,,2025-11-11T16:07:24.576510+00:00,26,1,0,1,0,,0,0,0.29377323389053345,26
procreapolyclinic.org,NIC,1.0,URL,related,,https://procreapolyclinic.org,200,This site is brand new,https://procreapolyclinic.org/favicon.ico,,1910,2025-11-11T16:07:24.948183+00:00,21,1,0,0,0,6.0,0,0,0.29393741488456726,999
clinicadentaldrakarlalucio.com,NIC,1.5,"Content,URL",related,,https://clinicadentaldrakarlalucio.com,200,Clinica Dental Dra. Karla Lucio,https://clinicadentaldrakarlalucio.com/storage/favicon.png,,303,2025-11-11T16:07:26.154120+00:00,30,1,0,0,0,6.0,1,0,0.29397714138031006,26
davpsbina.org,SBI,1.5,"Content,URL",related,,https://davpsbina.org,200,Betika Aviator Kenya: Guide to Winning Big with the Best Betting App,https://davpsbina.org/wp-content/uploads/2025/08/aviator-bet-favicon.ico,,472,2025-11-11T16:07:29.136316+00:00,13,1,0,0,0,6.0,1,0,0.2940073013305664,26
raylandtechnical.com.ng,NIC,1.5,"Content,URL",related,,https://www.raylandtechnical.com.ng/,200,Rayland Technical Company,https://www.raylandtechnical.com.ng/images/favicon.png,,,2025-11-11T16:07:57.842405+00:00,23,2,0,0,0,,1,0,0.2934949994087219,26
kasnicabs.com,NIC,1.5,"Content,URL",related,,https://kasnicabs.com,200,,https://kasnicabs.com/wp-content/uploads/2025/11/cropped-WhatsApp_Image_2025-11-06_at_18.56.34_8cd74f70-removebg-preview-32x32.png,,1636,2025-11-11T16:07:58.415078+00:00,13,1,0,0,0,5.0,1,0,0.2941734194755554,22
drmalwaayurvedicclinic.com,NIC,1.5,"Content,URL",related,,https://drmalwaayurvedicclinic.com,200,Dr Malwa clinic,https://drmalwaayurvedicclinic.com/favicon.ico,,609,2025-11-11T16:07:58.685543+00:00,26,1,0,0,0,4.0,1,0,0.29256004095077515,999
direct-toavionics.com,NIC,1.5,"Content,URL",related,,https://www.direct-toavionics.com/,200,Direct-to Avionics Inc.,https://assets.squarespace.com/universal/default-favicon.ico,,895,2025-11-11T16:07:58.712200+00:00,21,1,0,1,0,1467.0,1,0,0.2933480143547058,28
nicaragualibre301.com,NIC,1.5,"Content,URL",related,,https://nicaragualibre301.com,200,Guía para Formulario USTR,https://nicaragualibre301.com/favicon.ico,,1910,2025-11-11T16:07:59.044247+00:00,21,1,1,0,0,3.0,1,0,0.29251283407211304,999
nicokunst.dk,NIC,1.5,"Content,URL",related,,https://nicokunst.dk,200,The Kunst,https://nicokunst.dk/favicon.ico,,,2025-11-11T16:07:59.196127+00:00,12,1,0,0,0,,1,0,0.2944171130657196,999
municheateam.com,NIC,1.5,"Content,URL",related,,https://www.munichea.com/,200,Munich Executive Advisors,https://cdn.prod.website-files.com/66ffac74f5376209460440c0/672a221c6c1a521148ca4961_Favicon.png,,1068,2025-11-11T16:07:59.275100+00:00,16,1,0,0,0,4.0,1,0,0.2937309741973877,24
astrolabe-communication.fr,NIC,1.5,"Content,URL",related,,https://astrolabe-communication.fr,200,Accueil - Astrolabe Communication,https://astrolabe-communication.fr/wp-content/uploads/2025/11/astrolabe-1-150x150.png,,,2025-11-11T16:07:59.281175+00:00,26,1,0,1,0,,1,0,0.29342174530029297,24
monica-valen.com,NIC,1.5,"Content,URL",related,,https://monica-valen.com,200,"
    Monica valen
  ",https://monica-valen.com/favicon.ico,,69,2025-11-11T16:07:59.551689+00:00,16,1,0,1,0,7.0,1,0,0.2927316427230835,999
achariyaelectronics.shop,NIC,1.5,"Content,URL",related,,https://achariyaelectronics.shop,200,Achariya Electronics: Precision Graphite Solutions | ACHARIYA ELECTRONICS,"data:;base64,iVBORw0KGgo=",,,2025-11-11T16:07:59.582449+00:00,24,1,0,0,0,,1,0,0.2926660180091858,999
nicolaszimako.com,NIC,1.0,URL,related,,http://nicolaszimako.com,200,,http://nicolaszimako.com/favicon.ico,,83,2025-11-11T16:08:00.063318+00:00,17,1,0,0,0,7.0,0,0,0.2928597331047058,999
10h10communication.com,NIC,1.0,URL,related,,http://www.10h10communication.com,200,Site en construction,http://www.10h10communication.com/__ovh/common/img/favicon.ico,,433,2025-11-11T16:08:00.097416+00:00,22,1,1,0,0,8.0,0,0,0.29280173778533936,22
avvocatovalentinadiveronica.online,NIC,1.0,URL,related,,http://www.avvocatovalentinadiveronica.online,200,Site en construction,http://www.avvocatovalentinadiveronica.online/__ovh/common/img/favicon.ico,,,2025-11-11T16:08:00.317164+00:00,34,1,0,0,0,,0,0,0.2926022410392761,22
grudnichki.com,NIC,1.0,URL,related,,http://grudnichki.com,200,Parking Page,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAACXBIWXMAAAsSAAALEgHS3X78AAABj0lEQVRYhe2XwXGDMBBFfzK5Jx3Y7sBnXexUIEpICe4gSQdOB5RgKgi5cE4HSTqwK8AjWDECs7CSUcghfwYzFsvusvskwU1ZlphTt7NG/wsJ3IXcpDTWAF4AaBrKzP8iw6evL28GlMYSqALddy6dAKyLDN8+/kJasO8JDhrb+zrzqoDS2AJ4HzF7LDLkUp++FUgnsvFPQOkKuoXAdEG2IolaMAAeJzGQ0gpw4HESAzlaASF4nEaBlFTACyrfewcT8ACP0yiQbAsCwOM0CORQBdIJgoN8sK3oTUBpJAA2EwS32pDPC120QGk8UOmv6X2ffqgVR/daXwV2EYKDfO66g60KEHhfEYK7WrlAditwzZyXqhWjSSACeJxaQFYtiAgepwZIW4FY4HFqgHQT+G1VMW0LQr9OPugcys4q5LXcvIIfzGEXFWIooUOPu6hlpqNN4BXAM2N3sgEB5N2VDLWjI02vlJLZOglx+8mb+WkWIto2nwgQQ2lOT3mQPlGfaMollJT1nRZZvU3/f5zOmwCAM25mhAUkYQn5AAAAAElFTkSuQmCC",,3862,2025-11-11T16:08:07.723964+00:00,14,1,0,0,0,6.0,0,0,0.29333457350730896,999
chefbotanicals.com,NIC,1.0,URL,related,,http://chefbotanicals.com,200,,http://chefbotanicals.com/favicon.ico,,672,2025-11-11T16:08:09.748625+00:00,18,1,0,0,0,6.0,0,0,0.29313457012176514,31
gowrevitalistclinic.com,NIC,1.0,URL,related,,https://gowrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:08:18.002506+00:00,23,1,0,0,0,381.0,0,0,0.2926710247993469,999
get-munichea.com,NIC,1.5,"Content,URL",related,,https://www.munichea.com/,200,Munich Executive Advisors,https://cdn.prod.website-files.com/66ffac74f5376209460440c0/672a221c6c1a521148ca4961_Favicon.png,,1068,2025-11-11T16:08:18.228267+00:00,16,1,0,1,0,4.0,1,0,0.29339712858200073,24
nicolasdarveaugarneau.com,NIC,1.5,"Content,URL",related,,https://nicolasdarveaugarneau.com,200,Nicolas Darveau-Garneau | Drive Growth Today - Learn More,https://assets.squarespace.com/universal/default-favicon.ico,,3827,2025-11-11T16:08:18.421680+00:00,25,1,0,0,0,3.0,1,0,0.29347532987594604,28
clinicabaleares.com,NIC,1.5,"Content,URL",related,,https://clinicabaleares.com,200,Dentista Valencia | Clínica Dental Baleares | Centro Odontológico,https://i0.wp.com/clinicabaleares.com/wp-content/uploads/2019/05/cropped-Captura-de-pantalla-2019-05-31-a-las-12.46.56-32x32.png,,93,2025-11-11T16:08:19.171311+00:00,19,1,0,0,0,6218.0,1,0,0.2923615276813507,28
olafcarclinic.pl,NIC,2.5,"Content,RDAP,URL",related,,https://olafcarclinic.pl,200,OCC – Olaf Car Clinic Janowiec | Profesjonalny warsztat samochodowy,https://olafcarclinic.pl/cdn.prod.website-files.com/6909fc08d5b62cb6e99e8381/6909fed331f87d332f3bd89d_Zrzut%20ekranu%202025-11-4%20o%2014.24.42.png,DOBRYMECHANIK.PL SPOŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,2025-11-11T16:08:19.732534+00:00,16,1,0,0,0,7.0,1,1,0.2922303378582001,26
tntclinics.com,NIC,1.0,URL,related,,http://tntclinics.com,200,,http://tntclinics.com/favicon.ico,,83,2025-11-11T16:08:19.990179+00:00,14,1,0,0,0,4.0,0,0,0.2920837104320526,999
theclinicalcode.org,NIC,1.0,URL,related,,http://theclinicalcode.org,200,,http://theclinicalcode.org/favicon.ico,,83,2025-11-11T16:08:20.290076+00:00,19,1,0,0,0,8.0,0,0,0.2933949828147888,999
clinicafarre.com,NIC,1.0,URL,related,,https://www.clinicafarre.com/ca/,200,,https://www.clinicafarre.com/favicon.ico,,1262,2025-11-11T16:08:20.981008+00:00,16,1,0,0,0,4.0,0,0,0.29224640130996704,999
cdamobilemechanics.com,NIC,1.5,"Content,URL",related,,https://cdamobilemechanics.com,200,CDA Mobile Mechanics,https://cdamobilemechanics.com/favicon.ico,,128,2025-11-11T16:08:21.329318+00:00,22,1,0,0,0,8.0,1,0,0.292296439409256,999
yirimkoreanclinic.com,NIC,1.5,"Content,URL",related,,https://www.yirimkoreanclinic.com,200,"Yirim Korean Medicine Clinic | Natural healing refined with Korean tradition, led by an English-speaking doctor.",https://chblob.icloudhospital.com/clients/yirimkoreanmedicineclinic/favicon-16x16.png,,146,2025-11-11T16:08:21.589349+00:00,21,1,0,0,0,5.0,1,0,0.2931329607963562,26
manga-reniciar-pg.com,NIC,1.0,URL,related,,https://manga-reinicia-pg.com,200,,https://manga-reinicia-pg.com/xxxx/h5/favicon.png,,1636,2025-11-11T16:08:21.912341+00:00,21,1,0,1,0,7.0,0,0,0.29155439138412476,26
ringlessvoicemailcommunications.com,NIC,1.5,"Content,URL",related,,https://www.ringlessvoicemailcommunications.com/,200,RINGLESS VOICEMAIL COMMUNICATIONS,https://landingsite-app-public.s3.us-east-2.amazonaws.com/client-files/9678b4e5-8245-4c20-9283-c5fb6a48c732.png,,625,2025-11-11T16:08:22.584525+00:00,35,1,0,0,0,6.0,1,0,0.2931773066520691,26
orthoclinic.us,NIC,1.5,"Content,URL",related,,https://orthoclinic.us,200,"
      OrthoClinic™
",https://orthoclinic.us/favicon.ico,,,2025-11-11T16:08:37.173829+00:00,14,1,0,0,0,,1,0,0.2917861342430115,999
mercyclinic.ng,NIC,1.0,URL,related,,https://mercyclinic.ng,200,Parked Domain name on Hostinger DNS system,https://mercyclinic.ng/favicon.ico,,,2025-11-11T16:08:37.793343+00:00,14,1,0,0,0,,0,0,0.29148876667022705,999
xoraorganics.com,NIC,1.0,URL,related,,https://xoraorganics.com,200,Default page,https://xoraorganics.com/favicon.ico,,1636,2025-11-11T16:08:37.807586+00:00,16,1,0,0,0,7.0,0,0,0.29158100485801697,999
planishranezatrudnice.com,NIC,1.5,"Content,URL",related,,https://planishranezatrudnice.com,200,"
  Plan ishrane za trudnice
",https://planishranezatrudnice.com/favicon.ico,,69,2025-11-11T16:08:38.388567+00:00,25,1,0,0,0,7.0,1,0,0.29246848821640015,999
axenicbiorecoverysvs.com,NIC,1.5,"Content,URL",related,,https://axenicbiorecoverysvs.com,200,Axenic Bio-Recovery  - Perfect partner for residential and commercial clients work.,https://axenicbiorecoverysvs.com/assets/img/apple-touch-icon.png,,1068,2025-11-11T16:08:38.712451+00:00,24,1,0,0,0,6.0,1,0,0.2918201684951782,999
coldunicorn.com.pl,NIC,1.0,URL,related,,https://gheads.com/,200,GHEADS | Outbound that fuels your B2B pipeline,"data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 100 100'><text y='80' x='20' font-size='80' font-weight='700' font-family='Poppins, sans-serif'>G</text></svg>",,,2025-11-11T16:08:38.713672+00:00,18,2,0,0,0,8.0,0,0,0.2923469543457031,999
studiolegalesandomenico.online,NIC,1.0,URL,related,,http://www.studiolegalesandomenico.online,200,Site en construction,http://www.studiolegalesandomenico.online/__ovh/common/img/favicon.ico,,,2025-11-11T16:08:38.756589+00:00,30,1,0,0,0,,0,0,0.29193565249443054,22
nicehotelspb.store,NIC,1.0,URL,related,,https://nicehotelspb.store,200,Домен не прилинкован ни к одной из директорий на сервере!,https://nicehotelspb.store/favicon.ico,,,2025-11-11T16:08:39.037371+00:00,18,1,0,0,0,,0,0,0.2918755114078522,999
monica-norberg.com,NIC,1.5,"Content,URL",related,,https://monica-norberg.com,200,,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,,1910,2025-11-11T16:08:39.195072+00:00,18,1,0,1,0,7.0,1,0,0.2919331192970276,31
cura-clinic.info,NIC,1.0,URL,related,,http://cura-clinic.info,200,,http://cura-clinic.info/favicon.ico,,83,2025-11-11T16:08:40.132709+00:00,16,1,0,1,0,7.0,0,0,0.29223567247390747,999
revelaclinic.com,NIC,1.5,"Content,URL",related,,https://revelaclinic.com,200,Revela Clinic | Reveal your best self,https://revelaclinic.com/favicon.ico,,1515,2025-11-11T16:08:41.146528+00:00,16,1,0,0,0,5.0,1,0,0.2924995720386505,999
corporatehealthclinic.com,NIC,1.0,URL,related,,https://corporatehealthclinic.com,200,FlexiFunnels,https://assets.flexifunnels.com/images/favicon.ico,,,2025-11-11T16:09:00.429896+00:00,25,1,0,0,0,,0,0,0.29082560539245605,16
rubiorganicos.com,NIC,1.0,URL,related,,https://rubiorganicos.com,200,Parked Domain name on Hostinger DNS system,https://rubiorganicos.com/favicon.ico,,1636,2025-11-11T16:09:00.605417+00:00,17,1,0,0,0,8.0,0,0,0.2911953628063202,999
radiantsoulclinic.com,NIC,1.5,"Content,URL",related,,https://radiantsoulclinic.com,200,Radiantsoulclinic,https://radiantsoulclinic.com/wp-content/uploads/2024/06/8556646.png,,1068,2025-11-11T16:09:00.969203+00:00,21,1,0,0,0,4.0,1,0,0.29054734110832214,20
iniciorenovabe.com,NIC,1.5,"Content,URL",related,,https://iniciorenovabe.com,200,Renova Be,https://iniciorenovabe.com/favicon.ico,,1636,2025-11-11T16:09:01.286275+00:00,18,1,0,0,0,7.0,1,0,0.29145047068595886,999
saronic.online,NIC,1.5,"Content,URL",related,,https://www.saronic.com/,200,Home | Saronic Technologies,https://www.saronic.com/icon.png?74e253651fc7b0d2,,,2025-11-11T16:09:01.301095+00:00,14,1,0,0,0,,1,0,0.29086747765541077,28
maazcommunications.com,NIC,1.5,"Content,URL",related,,https://maazcommunications.com,200,Maaz Communications: PR and Marketing Experts | Maaz Communications,"data:;base64,iVBORw0KGgo=",,1636,2025-11-11T16:09:01.399776+00:00,22,1,0,0,0,4.0,1,1,0.2909418046474457,999
32pearlsdentalclinicgoa.com,NIC,1.5,"Content,URL",related,,https://32pearlsdentalclinicgoa.com,200,Demo clinic – Multi Specialty Clinic,https://32pearlsdentalclinicgoa.com/wp-content/uploads/2024/07/cropped-clinic-logo-32x32.png,,146,2025-11-11T16:09:01.426357+00:00,27,1,1,0,0,6.0,1,0,0.2905440926551819,30
foodfreedomclinic.com,NIC,1.0,URL,related,,https://foodfreedomclinic.com,200,,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,,1910,2025-11-11T16:09:01.465185+00:00,21,1,0,0,0,4.0,0,1,0.29074496030807495,31
shopmuanickzalo.com,NIC,1.5,"Content,URL",related,,https://shopmuanickzalo.com,200,"Mua Nick Zalo Giá Rẻ - Bán Nick Zalo Uy Tín, Chất Lượng Cao | ShopMuaNickZalo.com",https://shopmuanickzalo.com/assets/storage/images/favicon_OU9.png,,49,2025-11-11T16:09:01.733575+00:00,19,1,0,0,0,7.0,1,1,0.291448712348938,24
nicklesterins.com,NIC,1.5,"Content,URL",related,,https://www.nicklesterins.com/,200,Nick Lester - Insurance Solutions for All,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,,1910,2025-11-11T16:09:01.978470+00:00,17,1,0,0,0,3.0,1,0,0.29132723808288574,31
tienichmmbonline.com,NIC,1.0,URL,related,,https://tienichmmbonline.com,200,,https://tienichmmbonline.com/favicon.ico,,625,2025-11-11T16:09:02.160021+00:00,20,1,0,0,0,5.0,0,0,0.29119187593460083,22
wecarepdsbingo.com,SBI,1.0,URL,related,,https://wecarepdsbingo.com,200,WeCare private duty services,https://wecarepdsbingo.com/_assets/images/2d0b56e7e51cf11036ad8734bdb67e2d.png,,69,2025-11-11T16:09:02.168125+00:00,18,1,0,0,0,5.0,0,0,0.2914188504219055,22
clinicalproduct.co.uk,NIC,1.5,"Content,URL",related,,https://www.clinicalproduct.uk/,200,Danielle Brightman - Clinical Director,https://www.clinicalproduct.uk/favicon.ico,,,2025-11-11T16:09:02.200492+00:00,21,2,0,0,0,,1,0,0.29093509912490845,999
cpasbien.wiki,SBI,1.5,"Content,URL",related,,https://cpasbien.wiki,200,Cpasbien Officiel - Torrent à télécharger sur Cestpasbien,https://cpasbien.wiki/index_files/icon.png,,,2025-11-11T16:09:02.780920+00:00,13,1,0,0,0,,1,0,0.29084059596061707,28
niconomad.blog,NIC,1.5,"Content,URL",related,,https://niconomad.blog,200,Home - niconomad.blog,https://niconomad.blog/favicon.ico,,,2025-11-11T16:09:03.350268+00:00,14,1,0,0,0,,1,0,0.290780246257782,999
geminicapnow.com,NIC,1.0,URL,related,,https://geminibusinessfunding.com/,200,Gemini Business Funding - Working Capital for Businesses,https://geminibusinessfunding.com/images/gemini-favicon.ico,,638,2025-11-11T16:09:03.426530+00:00,16,1,0,0,0,5.0,0,0,0.2914503216743469,24
technicalarvizu.com,NIC,1.0,URL,related,,https://technicalarvizu.com,200,tec – Just another WordPress site,https://technicalarvizu.com/favicon.ico,,83,2025-11-11T16:09:03.720728+00:00,19,1,0,0,0,4.0,0,0,0.2907167673110962,24
alexjamesbilodeau.com,SBI,1.5,"Content,URL",related,,https://alexjamesbilodeau-com.l.ink/,200,A Brand New Domain!,https://easy-links.s3.us-west-2.amazonaws.com/avatars/porkbun-logo-600x600.png,,1861,2025-11-11T16:09:03.726493+00:00,21,1,0,0,0,7.0,1,0,0.29148808121681213,26
stephanievivacommunications.com,NIC,1.0,URL,related,,http://stephanievivacommunications.com,200,This domain is registered with Pair Domains,https://www.pairdomains.com/images/favicon.ico,,99,2025-11-11T16:09:08.225704+00:00,31,1,0,0,0,6.0,0,0,0.29139193892478943,22
amaniconsultingservices.com,NIC,1.0,URL,related,,http://amaniconsultingservices.com,200,Parking Page,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAACXBIWXMAAAsSAAALEgHS3X78AAABj0lEQVRYhe2XwXGDMBBFfzK5Jx3Y7sBnXexUIEpICe4gSQdOB5RgKgi5cE4HSTqwK8AjWDECs7CSUcghfwYzFsvusvskwU1ZlphTt7NG/wsJ3IXcpDTWAF4AaBrKzP8iw6evL28GlMYSqALddy6dAKyLDN8+/kJasO8JDhrb+zrzqoDS2AJ4HzF7LDLkUp++FUgnsvFPQOkKuoXAdEG2IolaMAAeJzGQ0gpw4HESAzlaASF4nEaBlFTACyrfewcT8ACP0yiQbAsCwOM0CORQBdIJgoN8sK3oTUBpJAA2EwS32pDPC120QGk8UOmv6X2ffqgVR/daXwV2EYKDfO66g60KEHhfEYK7WrlAditwzZyXqhWjSSACeJxaQFYtiAgepwZIW4FY4HFqgHQT+G1VMW0LQr9OPugcys4q5LXcvIIfzGEXFWIooUOPu6hlpqNN4BXAM2N3sgEB5N2VDLWjI02vlJLZOglx+8mb+WkWIto2nwgQQ2lOT3mQPlGfaMollJT1nRZZvU3/f5zOmwCAM25mhAUkYQn5AAAAAElFTkSuQmCC",,3862,2025-11-11T16:09:11.084206+00:00,27,1,0,0,0,4.0,0,0,0.29144370555877686,999
vietcocoorganic.com,NIC,1.0,URL,related,,https://vietcocoorganic.com,200,Vietcoco – Tinh hoa dừa Việt – My WordPress Blog,https://vietcocoorganic.com/favicon.ico,,49,2025-11-11T16:09:29.934875+00:00,19,1,0,0,0,5.0,0,0,0.2914937138557434,999
carakayouthclinic.com,NIC,1.0,URL,related,,https://carakayouthclinic.com,200,Home,https://carakayouthclinic.com/_assets/images/2d0b56e7e51cf11036ad8734bdb67e2d.png,,69,2025-11-11T16:09:30.010789+00:00,21,1,0,0,0,4.0,0,0,0.2906726598739624,22
geminicappro.com,NIC,1.0,URL,related,,https://geminibusinessfunding.com/,200,Gemini Business Funding - Working Capital for Businesses,https://geminibusinessfunding.com/images/gemini-favicon.ico,,638,2025-11-11T16:09:30.040326+00:00,16,1,0,0,0,5.0,0,0,0.2904317378997803,24
intrestinggadgetsandelectronics.store,NIC,1.5,"Content,URL",related,,https://intrestinggadgetsandelectronics.store,200,"
  Gadgets and Electronics
",https://intrestinggadgetsandelectronics.store/favicon.ico,,,2025-11-11T16:09:30.176757+00:00,37,1,0,0,0,,1,0,0.29126638174057007,999
changeclinic.online,NIC,1.0,URL,related,,https://changeclinic.online,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,,2025-11-11T16:09:30.329044+00:00,19,1,0,0,0,,0,0,0.2903250753879547,999
rendersarquitectonicos.store,NIC,1.0,URL,related,,https://recetas-faciles.store/,200,"
  47 formas de hacer papas
",https://recetas-faciles.store/cdn/shop/files/706850.png?crop=center&height=32&v=1762627308&width=32,,,2025-11-11T16:09:30.410809+00:00,28,1,0,0,0,,0,0,0.2903491258621216,24
umnichkai.online,NIC,1.5,"Content,URL",related,,https://umnichkai.online,200,"Создавайте музыку, фото и видео с ИИ | Umnichka AI",https://umnichkai.online/favicon.ico,,,2025-11-11T16:09:30.457597+00:00,16,1,0,0,0,,1,0,0.2898990511894226,999
gethptronics.com,NIC,1.5,"Content,URL",related,,https://hptronics.com//,200,HPTronics,https://hptronics.com/images/hptlogoi.png,,638,2025-11-11T16:09:30.484219+00:00,16,1,0,0,0,8.0,1,0,0.2899104058742523,999
niceepic.com,NIC,1.0,URL,related,,https://unstoppabledomains.com/d/niceepic.com,200,Client Challenge,https://unstoppabledomains.com/favicon.ico,,4326,2025-11-11T16:09:30.485745+00:00,12,1,0,0,0,4.0,0,0,0.28957197070121765,24
nicolasnaturopathie.com,NIC,1.5,"Content,URL",related,,https://nicolasnaturopathie.com,200,Naturopathie,https://nicolasnaturopathie.com/_assets/images/2d0b56e7e51cf11036ad8734bdb67e2d.png,,69,2025-11-11T16:09:30.908492+00:00,23,1,0,0,0,5.0,1,0,0.2903682589530945,22
lenanichi.com,NIC,1.0,URL,related,,http://lenanichi.com,200,Не опубликован,http://lenanichi.com/favicon.ico,,463,2025-11-11T16:09:30.940750+00:00,13,1,0,0,0,4.0,0,0,0.29122984409332275,999
nicholastonazzi.com,NIC,1.0,URL,related,,https://nicholastonazzi.com,200,My WordPress,https://nicholastonazzi.com/favicon.ico,,69,2025-11-11T16:09:31.485238+00:00,19,1,0,0,0,8.0,0,0,0.29092201590538025,24
morgansarahcommunications.ca,NIC,1.5,"Content,URL",related,,https://www.morgansarahcommunications.ca/,200,Morgan Sarah Communications,https://assets.squarespace.com/universal/default-favicon.ico,,,2025-11-11T16:09:31.609545+00:00,28,1,0,0,0,,1,0,0.29123151302337646,28
usdaorganicconsultancy.com,NIC,1.5,"Content,URL",related,,https://usdaorganicconsultancy.com,200,USDA Organic Consultancy,https://usdaorganicconsultancy.com/favicon.ico,,1636,2025-11-11T16:09:31.787833+00:00,26,1,0,0,0,7.0,1,0,0.2905764579772949,999
xn--tcnicoandre-bbb.online,NIC,1.5,"Content,URL",related,,https://xn--tcnicoandre-bbb.online,200,xn--tcnicoandre-bbb.online,https://xn--tcnicoandre-bbb.online/favicon.ico,,,2025-11-11T16:09:31.926547+00:00,26,1,0,1,0,,1,0,0.34032949805259705,999
clinicabelive.com.br,NIC,1.5,"Content,URL",related,,https://clinicabelive.com.br,200,"BeLIVE - Clínica de Saúde Mental e Bem-Estar Feminino | Psicologia, Nutrição e Personal",https://clinicabelive.com.br/favicon.ico,Viviane Nehme Joao Junta,p127,2025-11-11T16:09:32.178209+00:00,20,2,0,0,0,7.0,1,0,0.2905721962451935,999
technicaloutdoorapparel.com,NIC,1.5,"Content,URL",related,,https://www.technicaloutdoorapparel.com/,200,"Alles für Wandern, Camping und Abenteuer",https://www.technicaloutdoorapparel.com/wp-content/uploads/2025/10/favicon.png,,3775,2025-11-11T16:09:32.726189+00:00,27,1,0,0,0,8.0,1,1,0.28983598947525024,24
xdontpanic.com,NIC,1.0,URL,related,,http://xdontpanic.com,200,Parking Page,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAACXBIWXMAAAsSAAALEgHS3X78AAABj0lEQVRYhe2XwXGDMBBFfzK5Jx3Y7sBnXexUIEpICe4gSQdOB5RgKgi5cE4HSTqwK8AjWDECs7CSUcghfwYzFsvusvskwU1ZlphTt7NG/wsJ3IXcpDTWAF4AaBrKzP8iw6evL28GlMYSqALddy6dAKyLDN8+/kJasO8JDhrb+zrzqoDS2AJ4HzF7LDLkUp++FUgnsvFPQOkKuoXAdEG2IolaMAAeJzGQ0gpw4HESAzlaASF4nEaBlFTACyrfewcT8ACP0yiQbAsCwOM0CORQBdIJgoN8sK3oTUBpJAA2EwS32pDPC120QGk8UOmv6X2ffqgVR/daXwV2EYKDfO66g60KEHhfEYK7WrlAditwzZyXqhWjSSACeJxaQFYtiAgepwZIW4FY4HFqgHQT+G1VMW0LQr9OPugcys4q5LXcvIIfzGEXFWIooUOPu6hlpqNN4BXAM2N3sgEB5N2VDLWjI02vlJLZOglx+8mb+WkWIto2nwgQQ2lOT3mQPlGfaMollJT1nRZZvU3/f5zOmwCAM25mhAUkYQn5AAAAAElFTkSuQmCC",,3862,2025-11-11T16:09:38.912439+00:00,14,1,0,0,0,4.0,0,0,0.2913200855255127,999
goniceboard.com,NIC,1.5,"Content,URL",related,,https://niceboard.co/?utm_source=goniceboard.com,200,Niceboard  - Modern job board software.,https://cdn2.niceboard.co/static/img/apple-touch-icon.png,,1068,2025-11-11T16:09:40.130205+00:00,15,1,0,0,0,6.0,1,0,0.2904823422431946,22
sahanicoolpoint.in.net,NIC,1.5,"Content,URL",related,,https://www.sahanicoolpoint.in.net/,200,V9BET - Nhà Cái V9 Bet Tặng Code 99k Thưởng Cược T10/2025,https://www.sahanicoolpoint.in.net/wp-content/uploads/2025/04/cropped-v9bet-favicon-32x32.webp,,,2025-11-11T16:09:48.952665+00:00,22,2,0,0,0,,1,0,0.29008233547210693,30
